id,name,unit,cost_per_pack,notes,created_at,pack_weight,brand,supplier_part_number,supplier_id,secondary_supplier_id,ordering_url,processing_ratio,raw_meat_tray_capacity_kg,category,stock_check_enabled,stock_check_frequency,stock_check_day,min_cooking_temp_c,estimated_cook_time_min,oven_temp_c,steam_pct,surplus_percent,shelf_life_days,kanban_enabled,kanban_quantity,kanban_unit,kanban_order_amount,perishable,pallet_size,energy_kj,energy_kcal,fat,saturates,carbohydrate,sugars,protein,salt,label_declaration,allergens,fibre,prep_weight_mode,qr_code_url,is_bottle,bottle_size,surplus_mode,surplus_absolute_qty,prep_count_per_portion,is_pasta,requires_use_by_date,stock_in_packs,nutritionals_ai_estimated,case_size_packs,meat_process_minutes,country_of_origin,shopify_variant_id,shopify_product_title,shopify_variant_title,shopify_units_per_pack,nova_class,nova_markers,nova_reasoning,nova_confidence,nova_source,nova_analyzed_at
298,12 Strip fried chicken bag,each,0.2500,,2026-07-29 14:29:09.531768,1.0000,Polypouch,PZN-2103102550CLXX11,39,,https://polypouch.co.uk/products/clear-grip-seal?variant=43229698719981,,,packaging,f,daily,,,,,,10.00,,t,1.0000,pack,2000.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
36,Black Olive Slices,kg,4.9900,Vegetables,2026-03-19 09:57:56.008,1.4000,BOLIVE,,2,,https://www.express-foodservice.co.uk/black-olive-slices.html,1.0000,,vegetable,f,daily,,,,,,10.00,5,t,0.0000,weight,,t,,655.00,157.00,15.30,2.00,3.80,0.00,1.60,3.10,"Black Olives (Olives, Colour Stabiliser: Ferrous Gluconate), Water, Salt.",[],2.40,raw,,f,,percent,,,f,f,f,t,,,,,,,,3,[],"Sliced black olives are typically canned/jarred in brine (olives + water + salt), which is a traditional preservation method placing them in NOVA 3. No UPF markers expected.",medium,ai,2026-07-23 15:37:25.889
286,Original BBQ Sauce,kg,26.0000,,2026-07-01 10:20:53.809655,5.0000,Sauce Shop,SS-OBS2,16,,https://wholesale.sauceshop.co/products/original-bbq-sauce-copy,1.0000,,sauce,f,daily,,,,,,10.00,,f,0.0000,weight,,t,,595.00,140.00,0.10,0.10,35.00,31.90,1.50,1.61,"Tomato Puree (56%), Sugar, White Grape Vinegar, Black Strap Molasses (1%), Salt, Citrus Fibre, Dried Onion, Smoked Paprika, Hickory Smoked Water (0.5%), Dried Garlic.",[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,3,[],"Label declaration provided. Ingredients are: tomato puree, sugar, white grape vinegar, black strap molasses, salt, citrus fibre, dried onion, smoked paprika, hickory smoked water, dried garlic. All components are recognisable NOVA 1–3 ingredients (tomato puree = NOVA 3; sugar, vinegar, salt = NOVA 2; dried onion, smoked paprika, dried garlic, molasses = NOVA 1). Citrus fibre is a natural plant-derived fibre used here as a mild thickener/stabiliser, but in context it is a minimally processed ingredient rather than an industrial additive; hickory smoked water is a traditional-style flavouring technique (water infused with smoke), not a chemical smoke flavouring extract. No UPF markers (no modified starches, artificial flavourings, emulsifiers, glucose syrups, preservatives, colours or yeast extract) are present, so this sauce sits at NOVA 3.",high,ai,2026-07-30 10:09:49.463
199,Double Cream,kg,8.9900,Pasteurised. UK produced in resealable HDPE bottle. Suitable for vegetarians.,2026-03-19 09:57:56.492,2.2700,,70215,1,,https://www.brake.co.uk/dairy/cream/fresh/bulk/wholesome-farms-fresh-british-double-cream/p/70215,1.0000,,,t,daily,,,,,,150.00,,f,0.0000,weight,,t,,1865.00,453.00,49.00,30.00,1.90,1.90,1.80,0.06,Double Cream (Milk),"[""milk""]",0.00,raw,,f,,absolute,6.8100,,f,t,t,f,,,,,,,,1,[],Double cream is a minimally processed dairy product — separated from whole milk with no additives. NOVA 1 (analogous to plain milk/cream).,high,ai,2026-07-23 15:37:25.889
303,Black Compactor Sacks,pieces,11.9900,,2026-08-05 14:37:24.402743,200.0000,Paclan,28990,1,,https://www.brake.co.uk/catering-supplies/janitorial/refuse-sacks/black-refuse-sacks/paclan-black-compactor-sacks-457x737x838mm/p/28990,,,cleaning,f,daily,,,,,,10.00,,t,1.0000,pack,2.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
304,Anti-Bacterial Probe Wipes,box,21.4900,,2026-08-11 14:35:53.81677,6.0000,ETI,133053,1,22,https://www.brake.co.uk/catering-supplies/chemicals/hygiene-kitchen/antibacterial-probe-wipes/eti-anti-bacterial-probe-wipes/p/133053,,,cleaning,f,daily,,,,,,10.00,,t,2.0000,pack,1.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,6,,,,,,,,[],,,,
230,Blue roll (2ply),pieces,7.9900,,2026-04-27 12:45:56.940081,6.0000,Lucart,,9,1,https://waterdene.coldweb.co.uk/ordering/pages/product_info.php?cPath=20008_660;products_id=9642,1.0000,,cleaning,f,daily,,,,,,10.00,,t,3.0000,pack,8.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
84,Spicy Breading,kg,56.1400,,2026-03-19 09:57:56.167,7.0000,,,,,,1.0000,,spice,f,daily,,,,,,10.00,,t,3.0000,weight,6.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,4,"[""flavourings"", ""modified starch"", ""spice extractives"", ""anti-caking agents""]","No label declaration provided, but 'Spicy Breading' is a commercial formulated seasoned coating blend. Such products sold to catering virtually always contain modified starch, flavourings, and anti-caking agents as part of their industrial formulation. Classified NOVA 4 at medium confidence.",medium,ai,2026-07-23 15:37:25.889
233,Foil Refill,roll,50.5700,,2026-04-27 13:00:58.250546,2.0000,Wrapmaster,45cmx150mx2,9,,https://waterdene.coldweb.co.uk/ordering/pages/product_info.php?cPath=20010_652;products_id=1811,1.0000,,other,f,daily,,,,,,10.00,,t,1.0000,pack,1.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
232,Film Refill,roll,43.7900,,2026-04-27 12:52:43.846313,2.0000,Wrapmaster,45cmx500mx2,9,,https://waterdene.coldweb.co.uk/ordering/pages/product_info.php?cPath=20010_652;products_id=1813,1.0000,,other,f,daily,,,,,,10.00,,t,1.0000,pack,1.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
299,18 Strip fried chicken bag,each,0.2600,,2026-07-29 14:30:17.16778,1.0000,Polypouch,PZT-2503352600CLXX11,39,,https://polypouch.co.uk/products/clear-grip-seal?variant=43229698785517,,,packaging,f,daily,,,,,,10.00,,t,1.0000,pack,2000.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
111,Corn Starch,kg,13.7200,,2026-03-19 09:57:56.253,5.0000,,,,,https://www.buywholefoodsonline.co.uk/cornflour-corn-starch.html,1.0000,,other,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,1528.00,365.00,0.10,0.00,91.00,0.00,0.30,0.00,Cornflour,[],0.70,raw,,f,,percent,,,f,f,f,t,,,,,,,,2,[],"Corn starch (plain, unmodified) is a processed culinary ingredient analogous to plain starches used in home cooking. NOVA 2.",high,ai,2026-07-23 15:37:25.889
262,Cayenne Pepper,g,10.1800,,2026-05-13 09:36:37.141811,450.0000,Sysco,A 35014,1,,https://www.brake.co.uk/dry-store/cooking-ingredients/herbs-spices-seasonings/spices/sysco-classic-cayenne-pepper/p/35014?term=cayenne&#x20;pepper,1.0000,,seasoning,f,daily,,,,,,10.00,,t,3.0000,weight,3.0000,t,,1561.00,376.00,17.00,3.00,29.00,10.00,12.00,0.08,Cayenne Pepper,[],27.00,raw,,f,,percent,,,f,f,f,f,,,,,,,,1,[],"Cayenne pepper is a single plain spice. No label declaration was provided, but as a named single spice sold under the Sysco brand it is expected to be pure ground cayenne with no additives.",medium,ai,2026-07-23 15:37:25.889
271,Minced Burger Beef,kg,6.7900,,2026-05-19 12:13:48.643552,1.0000,,,26,,,0.7500,2.0000,raw_meat,t,daily,,70.00,25,180,70,150.00,5,f,0.0000,weight,,t,,,,,,,,,,Beef mince,[],,raw,,f,,percent,,,f,t,f,f,,45,,,,,,1,[],Label declaration confirms the ingredient is simply 'Beef mince' — plain minimally processed raw meat with no additives. NOVA 1.,high,ai,2026-07-23 15:37:25.889
305,Large Insulation (PWL02),each,0.0000,,2026-08-11 14:52:43.389684,0.0000,Puffin ,PWLO2,31,,orders@puffinpackaging.co.uk,,,packaging,f,daily,,,,,,10.00,,t,1.0000,pallet,1.0000,f,600,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
95,Tap Water,kg,0.0000,Water,2026-03-19 09:57:56.203,1.0000,,,17,,,1.0000,,other,f,daily,,,,,,10.00,,t,0.0000,weight,,t,,,,,,,,,,Water,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,1,[],Label declaration confirms this is plain water. Water is unambiguously NOVA 1.,high,ai,2026-07-23 15:37:25.889
249,Small Insulation (PWL01),each,0.0000,,2026-04-29 14:01:07.193605,0.0000,Puffin , PWL01,31,,orders@puffinpackaging.co.uk,1.0000,,packaging,f,daily,,,,,,10.00,,t,1.0000,pallet,1.0000,f,600,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
255,Coffee Beans ,kg,12.0000,,2026-05-07 15:18:14.72091,1.0000,Ernesto,Order-Whatsapp,33,,,1.0000,,other,f,daily,,,,,,10.00,,t,2.0000,pack,7.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,,[],,,,
204,Minced Beef,kg,27.8600,,2026-03-19 09:57:56.504,2.5000,Brakes,F 32680,1,,https://www.brake.co.uk/meat-poultry/frozen-raw-butchered-meat/beef/beef-mince/brakes-10-fat-beef-mince/p/32680?term=beef&#x20;mince,0.8500,2.5000,raw_meat,f,daily,,70.00,30,170,70,30.00,,t,4.0000,pack,8.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,t,t,f,,,,,,,,,[],,,,
3,Salt,kg,5.9500,Dough,2026-03-17 17:27:12.929,6.0000,,,5,1,https://app.fresho.com/marketplace/products?company_id=77747b4c-4862-4ae6-9ff9-3c26d7bb45b3&mode=buy&supplier_id=f7ac3c2b-6dc9-4c67-94bd-4c5b5223b4c6&term=table%20salt,1.0000,,spice,f,daily,,,,,,10.00,,t,3.0000,pack,4.0000,t,,,,,,,,,,Salt,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,2,[],Label declaration confirms plain salt. Salt is a classic processed culinary ingredient. NOVA 2.,high,ai,2026-07-23 15:37:25.889
297,Calzone 8 bag,each,0.4800,,2026-07-29 14:24:13.22948,1.0000,Polypouch,PZT-3004352650CLXX11,39,,https://polypouch.co.uk/products/clear-grip-seal?variant=43229698883821,,,packaging,f,daily,,,,,,10.00,,t,2.0000,pack,1000.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
295,Mustard Powder,g,5.0000,ESTIMATED cost - update with real supplier price. Added for Nacho Cheese Block v4.,2026-07-21 15:06:25.46703,500.0000,,,22,,https://www.amazon.co.uk/Kilo-Spices-Mustard-Groceries-Additives/dp/B07XHSZ5XM/ref=sr_1_1_sspa?crid=1I9K3WQQDTP8D&dib=eyJ2IjoiMSJ9.mn53nS67mXit4ssfgu4Ov1Jc23C1zNiqyTiBYS1Qf0euSQbLtrQfkThxk3c9aB8fcSueCYLLYGC_XfEpFmQHsrGBPylcyfnoM0BjeAh7E7JXJhiXgEzMz19fPwiBQPVHuRkGX4oAxZ786cnAtHJTxwJpZ3ofFGNx89QCXQr4pClGp-Lt8XSTNbDvTM5YCAg8kYc4VjnAlaxjXqpesdJ5sG3czCJLPQ4HjOpBoMioOfdHl0zwxqJFdV_RshZ0BmCTHZAFd2g9z53MebKIfxhPscCjl61Tq0LzAT-TODLpM5s.PzWNgvyi_Uii8p5Exq0O8wTPkFi3eatJGbDDxou5qGI&dib_tag=se&keywords=mustard%2Bpowder&qid=1785471982&sprefix=mustard%2Bpowder%2Caps%2C151&sr=8-1-spons&aref=038PW6UWN8&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,1.0000,,,f,daily,,,,,,10.00,,f,0.0000,weight,,t,,3070.00,735.00,36.00,2.20,49.00,4.00,26.00,0.10,mustard powder,"[""mustard"", ""cereals_containing_gluten""]",6.50,raw,,f,,percent,,,f,f,f,t,,,,,,,,1,[],Mustard powder is a single plain ground spice. No additives or UPF markers expected or declared. Unambiguously NOVA 1.,high,ai,2026-07-23 15:37:25.889
211,Honey Chipotle BBQ Sauce,kg,26.0000," Tomato Puree, Sugar, White Grape Vinegar, Honey (8%), Onion, Garlic, Salt, Smoked Paprika, Chipotle Pepper (0.5%).
2x2.5kg Catering Tub. 2-star Great Taste Award. Shelf life over 12 months; keep refrigerated after opening, use within 12 weeks.",2026-03-27 07:40:43.308683,5.0000,Sauce Shop,SS-HCB2,16,,https://wholesale.sauceshop.co/products/honey-chipotle-bbq-sauce,0.9800,,sauce,f,daily,,,,,,10.00,180,t,12.0000,weight,13.0000,t,,650.00,153.00,0.40,0.10,36.10,33.70,1.90,1.76,"Tomato Puree, Sugar, White Grape Vinegar, Honey (8%), Onion, Garlic, Salt, Smoked Paprika, Chipotle Pepper (0.5%).",[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,3,[],"The label declaration contains only recognisable culinary ingredients: tomato puree, sugar, vinegar, honey, onion, garlic, salt, smoked paprika, and chipotle pepper. There are no UPF markers (no flavourings, modified starches, emulsifiers, glucose syrups or preservatives beyond the vinegar/tomato). This is a NOVA 3 processed food made by combining NOVA 1 and NOVA 2 ingredients using traditional methods.",high,ai,2026-07-23 15:37:25.889
21,Chicken Diced 20mm,kg,5.7500,Meat | 01908 375275,2026-03-19 09:57:55.941,1.0000,,,26,3,sales@nfsmeats.co.uk,0.8600,4.0000,raw_meat,f,daily,,75.00,25,,70,210.00,,f,0.0000,weight,,t,,,,,,,,,,Chicken Fillet,[],,raw,,f,,percent,,,f,t,f,f,,40,,,,,,,[],,,,
253,Burger Sauce (285ml),pieces,15.0000,,2026-05-06 15:03:29.580141,6.0000,sauce shop,,16,,https://wholesale.sauceshop.co/products/burger-sauce,1.0000,,other,f,daily,,,,,,10.00,,t,4.0000,pack,6.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,,[],,,,
274,Tomato Ketchup (490g),pieces,15.0000,,2026-05-26 14:53:27.369728,6.0000,Sauce Shop,SS-TKE500,16,,https://wholesale.sauceshop.co/products/tomato-ketchup-case,1.0000,,other,f,daily,,,,,,10.00,,t,3.0000,pack,4.0000,t,,418.00,114.00,0.10,0.00,24.70,23.00,2.30,1.73,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,,[],,,,
27,Demerara Sugar,kg,6.0700,Herbs and Spices,2026-03-19 09:57:55.971,3.0000,Tate &amp; Lyle,350099,1,9,https://www.brake.co.uk/dry-store/sugar-sweeteners/other-sugar/other-sugar/tate-lyle-demerara-sugar-3kg/p/350099?term=dem,1.0000,,other,f,daily,,,,,,10.00,,t,3.0000,pack,3.0000,t,,1709.00,402.00,0.00,0.00,100.00,100.00,0.50,0.01,Demerara Sugar,[],0.00,raw,,f,,percent,,,f,f,t,f,,,,,,,,2,[],Label declaration confirms this is pure Demerara Sugar with no additives. Sugar is a classic NOVA 2 processed culinary ingredient.,high,ai,2026-07-23 15:37:25.889
206,Gluten Free Crispy Fried Onions,kg,6.3600,,2026-03-23 17:09:49.528,1.0000,Cheeky,136733,1,,https://www.brake.co.uk/dry-store/cooking-ingredients/herbs-spices-seasonings/blends-other-seasonings/cheeky-gluten-free-crispy-fried-onions/p/136733,1.0000,,vegetable,f,daily,,,,,,10.00,5,t,5.0000,pack,10.0000,t,,1998.00,478.00,23.30,3.10,58.80,11.57,8.00,0.70,"Onions 75%, Sunflower Oil, Corn Starch, Salt",[],1.80,raw,,f,,percent,,,f,f,t,f,,,,,,,,3,[],"Ingredients are onions, sunflower oil, corn starch and salt — all NOVA 1 or 2 items combined using a frying/drying process. No UPF markers (no flavourings, emulsifiers, modified starches or additives). Classified as NOVA 3 (processed food using traditional ingredients).",high,ai,2026-07-23 15:37:25.889
192,Beef Flavour Bouillon Paste,kg,13.7400,"Gluten-free, resealable tub, good for 30 days from opening",2026-03-19 09:57:56.473,1.0000,Brakes,100448,1,,https://www.brake.co.uk/dry-store/cooking-ingredients/bouillons-stocks/bouillon-paste/brakes-beef-flavour-bouillon-paste/p/100448,1.0000,,sauce,f,daily,,,,,,10.00,,t,2.0000,weight,3.0000,t,,1573.00,376.00,21.00,5.00,38.00,8.70,8.10,23.30,"Vegetable Oils (Palm Oil, Rapeseed Oil, Sunflower Oil), Salt, Potato Starch, Maltodextrin, Flavouring, Yeast Extract, Sugar, Beef Fat, Colour (Plain Caramel), Beef Extract, Caramelised Sugar Syrup.",[],0.70,raw,,f,,percent,,,f,f,f,f,,,,,,,,4,"[""Maltodextrin"", ""Flavouring"", ""Yeast Extract"", ""Colour (Plain Caramel)""]","Label declaration confirms multiple UPF markers: maltodextrin (industrial bulking agent), flavouring, yeast extract (used as flavour enhancer), and a colour (plain caramel). These are all hallmark NOVA 4 indicators.",high,ai,2026-07-23 15:37:25.889
263,Five Bean Salad,g,1.5100,"Soaked, blanched beans in hermetically sealed cans. Ready-to-eat. Suitable for vegetarians and vegans. Halal.",2026-05-13 09:54:53.903388,800.0000,Riverdene,150423,1,,https://www.brake.co.uk/dry-store/canned/canned-beans-pasta-meals/baked-beans/riverdene-five-bean-salad-800g/p/150423?term=beans&#x20;mexican,0.6000,,vegetable,f,daily,,,,,,10.00,180,t,10.0000,weight,10.0000,t,,562.00,133.00,1.30,0.00,20.00,0.80,7.10,0.04,"Mixed Beans (Butter beans, Borlotti beans, Cannellini beans, Chickpeas, Red kidney beans), Water",[],6.60,raw,,f,,percent,,,f,f,t,f,,,,,,,,3,[],Label shows only mixed beans and water — classic tinned/jarred legumes preserved in water with no UPF additives. This is a traditional preservation method placing it firmly at NOVA 3.,high,ai,2026-07-23 15:37:25.889
276,Food waste Bags,each,8.3200,,2026-06-02 14:57:08.815383,40.0000,Bin it,,22,,,1.0000,,cleaning,f,daily,,,,,,10.00,,t,1.0000,pack,4.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
293,Agar Agar Powder,g,5.7900,ESTIMATED cost - update with real supplier price. Added for Nacho Cheese Block v4.,2026-07-21 15:06:25.46703,100.0000,,,22,,https://www.amazon.co.uk/Special-Ingredients-Premium-Gelatine-European/dp/B00EZMPMNE/ref=sxts_b2b_sx_reorder_acb_customer?content-id=amzn1.sym.97ba6ca1-ec4d-4fe2-a718-8a3d5310ab37%3Aamzn1.sym.97ba6ca1-ec4d-4fe2-a718-8a3d5310ab37&crid=37B403P8NIE6D&cv_ct_cx=agar%2Bagar%2Bpowder&keywords=agar%2Bagar%2Bpowder&pd_rd_i=B00EZMPMNE&pd_rd_r=6fc1d2b5-6501-41ea-bf0b-e612aba98307&pd_rd_w=faUhd&pd_rd_wg=w9pzk&pf_rd_p=97ba6ca1-ec4d-4fe2-a718-8a3d5310ab37&pf_rd_r=ZBEEKS447ZKDE5PJG2TH&qid=1785471753&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=agar%2Bagar%2Caps%2C165&sr=1-1-5c11c925-d363-4ed4-922a-1400e98cc0d4&th=1,1.0000,,,f,daily,,,,,,10.00,,f,0.0000,weight,,t,,49.00,12.00,0.20,0.10,2.90,0.00,0.30,1.00,Agar,[],1.70,raw,,f,,percent,,,f,f,f,t,,,,,,,,2,[],"Agar agar powder is a plain extracted polysaccharide derived from seaweed, used as a culinary gelling agent (analogous to gelatine or starch). It is a processed culinary ingredient with no UPF markers, placing it at NOVA 2.",medium,ai,2026-07-23 15:37:25.889
294,Annatto Powder,g,5.0000,ESTIMATED cost - update with real supplier price. Added for Nacho Cheese Block v4.,2026-07-21 15:06:25.46703,100.0000,,,,,https://www.amazon.co.uk/Old-India-Ground-Annatto-50g/dp/B0DDKWZ25S/ref=sxts_b2b_sx_reorder_acb_customer?content-id=amzn1.sym.97ba6ca1-ec4d-4fe2-a718-8a3d5310ab37%3Aamzn1.sym.97ba6ca1-ec4d-4fe2-a718-8a3d5310ab37&crid=2M97LVWR6QAVV&cv_ct_cx=annatto%2Bpowder&keywords=annatto%2Bpowder&pd_rd_i=B08NDG3W6F&pd_rd_r=f5da6803-0f63-443d-a735-9775e3edbdcc&pd_rd_w=q4O3D&pd_rd_wg=XAqTT&pf_rd_p=97ba6ca1-ec4d-4fe2-a718-8a3d5310ab37&pf_rd_r=2FS4YGZKXK172JF5RQ2M&qid=1785471876&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=annatto%2Bpowder%2Caps%2C139&sr=1-1-5c11c925-d363-4ed4-922a-1400e98cc0d4&th=1,1.0000,,seasoning,f,daily,,,,,,10.00,,f,0.0000,weight,,t,,1400.00,335.00,15.00,3.00,50.00,0.00,6.00,0.00,Annatto,[],8.00,raw,,f,,percent,,,f,f,f,t,,,,,,,,1,[],"Annatto powder is a natural colourant/spice ground from annatto seeds. As a plain single dried spice/colourant in powder form with no additives declared, it is NOVA 1.",medium,ai,2026-07-23 15:37:25.889
290,Skinless and Boneless Chicken Thighs,kg,51.5900,,2026-07-19 07:33:11.881365,10.0000,Sysco Essentials,132801,1,,https://www.brake.co.uk/meat-poultry/chilled-butchered-poultry/chicken/chicken-thighs/sysco-essentials-skinless-and-boneless-uncalibrated-chicken-thighs/p/132801,0.7200,20.0000,raw_meat,f,daily,,,,,,10.00,,f,0.0000,weight,,t,,528.00,126.00,6.00,2.00,0.00,0.00,18.00,0.23,Chicken Thigh,[],0.00,raw,,f,,percent,,,f,t,f,f,,,,,,,,1,[],"Label declaration is simply 'Chicken thighs' — a single-ingredient raw meat with no additives, preservatives or processing aids. This is unambiguously a minimally processed food.",high,ai,2026-07-31 09:07:55.761
154,Diced Beef,kg,25.8400,,2026-03-19 09:57:56.376,2.5000,Birchstead,136642,1,,https://www.brake.co.uk/meat-poultry/chilled-butchered-meat/beef-mince-diced-offal/beef-dice/birchstead-diced-beef-98vl/p/136642,1.0000,4.5000,raw_meat,f,daily,,75.00,210,155,50,130.00,,f,0.0000,weight,,t,,545.00,130.00,4.90,2.00,0.00,0.00,21.00,0.08,Beef,[],0.00,raw,,f,,percent,,,f,t,f,t,,30,,,,,,1,[],Plain diced beef is an unprocessed/minimally processed raw meat — no added ingredients. NOVA 1. Judged from name alone.,high,ai,2026-07-23 15:37:25.889
31,Piri Piri Glaze,kg,19.9900,Herbs and Spices,2026-03-19 09:57:55.989,2.5000,MRC,GL05108,3,,https://butchers-sundries.com/products/mrc-piri-piri-glaze?_pos=1&_psq=piri+&_ss=e&_v=1.0,1.0000,,sauce,f,daily,,,,,,10.00,,t,2.0000,pack,3.0000,t,,630.00,150.00,5.00,1.00,22.00,18.00,1.00,1.80,"Sugar, Starch, Maltodextrin, Spices (Paprika, Cracked Red Chilli (4%), Cayenne), Salt, Dried Tomato (7%), Dried Garlic, Dried Onion, Acid (Citric Acid), Yeast Extract (Yeast Extract, Salt), Natural Flavourings, Colour (Paprika Extract), Thickener (Guar Gum), Natural Capsicum Flavouring.",[],0.50,raw,,f,,percent,,,f,f,t,t,,,,,,,,,[],,,,
15,Spring Onions,kg,5.8000,Vegetables,2026-03-19 09:57:55.908,1.0000,,,5,,,0.8700,,vegetable,t,daily,,,,,,100.00,5,f,0.0000,weight,,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,1,[],Spring onions are a fresh vegetable with no processing. Unambiguously NOVA 1.,high,ai,2026-07-23 15:37:25.889
284,Boneless Chicken Thigh,kg,7.0200,,2026-07-01 10:13:31.957325,1.0000,,,26,3,,0.8600,3.0000,raw_meat,f,daily,,75.00,25,155,70,10.00,,f,0.0000,weight,,t,,893.00,214.00,12.00,3.50,0.00,0.00,26.00,0.08,,[],0.00,raw,,f,,percent,,,f,t,f,t,1,40,,,,,,1,[],Plain boneless chicken thigh with no label declaration indicating any additives. Raw unprocessed poultry is unambiguously NOVA 1.,high,ai,2026-07-23 15:37:25.889
47,Mozzarella,kg,49.9900,Cheese,2026-03-19 09:57:56.042,12.0000,primo,,2,,https://www.express-foodservice.co.uk/primo-grated-pure-mozzarella-yellow.html,1.0000,,cheese,t,weekly,Tuesday,,,,,800.00,,t,72.0000,weight,276.0000,t,,,,,,,,,,"Mozzarella (Pasteurised Bovine MILK, Salt, Lactic Starter Culture, Microbial Rennet. Cellulose.)","[""milk""]",,raw,,f,,percent,,,f,f,t,f,,,,,,,,3,[],"Label shows pasteurised milk, salt, lactic starter culture and microbial rennet — a traditional mozzarella formulation. Cellulose is a minor anti-caking/moisture agent on the surface; mozzarella made this way remains NOVA 3 as a traditional fermented/cured cheese.",high,ai,2026-07-23 15:37:25.889
267,Powderfree Nitrile Gloves Blue Medical (SMALL),each,32.7600,,2026-05-14 15:03:57.967876,10.0000,Supertouch,SPT_D18-Blue-Medical,35,,https://www.prontodirect.co.uk/supertouch-powderfree-nitrile-gloves-blue-medical/,1.0000,,other,f,daily,,,,,,10.00,,t,1.0000,pack,4.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
268,Powderfree Nitrile Gloves Blue Medical (XL),each,48.0000,,2026-05-18 14:40:03.805335,10.0000,Supertouch,SPT_D18-Blue-Medical,35,,https://www.prontodirect.co.uk/supertouch-powderfree-nitrile-gloves-blue-medical/,1.0000,,other,f,daily,,,,,,10.00,,t,1.0000,pack,4.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
269,Days of the week stickers,each,7.6100,,2026-05-18 14:45:17.730581,3500.0000,SZCXDKJ,,22,,,1.0000,,tape_labels,f,daily,,,,,,10.00,,t,1.0000,pack,2.0000,f,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,f,f,,,,,,,,,[],,,,
11,Pepperoni,kg,10.2800,Meat,2026-03-19 09:57:55.886,1.0000,Gran Bosco,C 135639,1,,https://www.brake.co.uk/delicatessen/cooked-cured-meat-poultry/continental/other-continental/gran-bosco-sliced-pepperoni-1kg/p/135639,1.0000,,cooked_meat,f,daily,,,,,,10.00,,t,10.0000,pack,15.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,4,"[""preservatives (nitrites)"", ""dextrose"", ""flavourings""]","Gran Bosco pepperoni sold into UK catering follows the wholesale norm: it typically contains sodium nitrite (E250), dextrose and flavourings. Without a full label declaration, the wholesale norm for commercial pepperoni is NOVA 4 at medium confidence.",medium,ai,2026-07-23 15:37:25.889
58,Red Onion Chutney,kg,10.3400,Sauces,2026-03-19 09:57:56.081,1.2500,Lion,,9,,https://waterdene.coldweb.co.uk/ordering/pages/product_info.php?cPath=20001_238;products_id=9340,1.0000,,sauce,f,daily,,,,,,10.00,,t,12.0000,pack,13.0000,t,,,,,,,,,,,[],,raw,,f,,percent,,,f,f,t,f,,,,,,,,4,"[""flavourings"", ""preservatives"", ""modified starch"", ""acidity regulators""]","Lion Red Onion Chutney is a commercially produced condiment. Wholesale chutneys of this type routinely contain flavourings, modified starch, preservatives and acidity regulators beyond a traditional home recipe, making this NOVA 4. No label declaration provided so judged from brand/category norm.",medium,ai,2026-07-23 15:37:25.889
